id,prompt,reference,hypothesis,hypothesis_rev,prompts_plus_orth,prompts_plus_hypo,prompt_aligned,prompt_aligned_rev,score,insertions,deletions,substitutions,score_rev,insertions_rev,deletions_rev,substitutions_rev
S02C061V3_2LG,cola,CORRECTLY_READ,kola,kola,0,0,cola,cola,1.0,0,0,0,1.0,0,0,0
S02C061V3_2LG,kussen,CORRECTLY_READ,kussen,kussen,0,0,kussen,kussen,1.0,0,0,0,1.0,0,0,0
S02C061V3_2LG,eerste,CORRECTLY_READ,eerste,eerste,0,0,eerste,eerste,1.0,0,0,0,1.0,0,0,0
S02C061V3_2LG,circus,CORRECTLY_READ,circus,circus,0,0,circus,circus,1.0,0,0,0,1.0,0,0,0
S02C061V3_2LG,kleuren,CORRECTLY_READ,kleuren,kleuren,0,0,kleuren,kleuren,1.0,0,0,0,1.0,0,0,0
S02C061V3_2LG,voetbal,CORRECTLY_READ,voetbal,voetbal,0,0,voetbal,voetbal,1.0,0,0,0,1.0,0,0,0
S02C061V3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,omdraaien,CORRECTLY_READ,omdrij omdraaien,omdrij omdraaien,0,0,omdr*******aaien,*******omdraaien,0.56,7,0,0,0.56,7,0,0
S02C061V3_3+4LG,poppenwagen,CORRECTLY_READ,poppelwagen,poppelwagen,0,0,poppenwagen,poppenwagen,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,konijnenhok,CORRECTLY_READ,koni*nen hok,koni*nen hok,0,0,konijnen*hok,konijnen*hok,0.83,1,1,0,0.83,1,1,0
S02C061V3_3+4LG,elastiekje,CORRECTLY_READ,elasti*kje,elasti*kje las,0,0,elastiekje,elastiekje****,0.9,0,1,0,0.64,4,1,0
S02C061V3_3+4LG,ruziemaken,CORRECTLY_READ,las heuzie maken,heuzie maken,0,0,r*****uzie*maken,r*uzie*maken,0.62,6,0,0,0.83,2,0,0
S02C061V3_3+4LG,teddybeer,CORRECTLY_READ,ta*ri b*ir,tar*i bi*r,0,0,teddy*beer,teddy*beer,0.7,1,2,0,0.7,1,2,0
S02C061V3_3+4LG,dierentuin,CORRECTLY_READ,di*vent*en,di*vente*n,0,0,dierentuin,dierentuin,0.8,0,2,0,0.8,0,2,0
S02C061V3_3+4LG,paddenstoelen,CORRECTLY_READ,pa*de* stoelen,pad*e *stoelen ver ve,0,0,padden*stoelen,padde*nstoelen*******,0.79,1,2,0,0.52,8,2,0
S02C061V3_3+4LG,verstoppetje,g/35,ver ve verfstop porches,verfstop porches,1,0,ver********stop*petj*e*,ver*stop*pe*tje*,0.52,11,0,0,0.75,4,0,0
S02C061V3_3+4LG,wasmachine,CORRECTLY_READ,wasmachine,wasmachine,0,0,wasmachine,wasmachine,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,fototoestel,CORRECTLY_READ,fotos fototostel,fotos fototostel,0,0,foto****to*estel,fot****oto*estel,0.69,5,0,0,0.69,5,0,0
S02C061V3_3+4LG,toiletpapier,CORRECTLY_READ,toilet papier,toilet papier,0,0,toilet*papier,toilet*papier,0.92,1,0,0,0.92,1,0,0
S02C061V3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,buurmannen,e/25,muur er man derm,muur er man derm,1,0,buur****man*nen*,buu***r*man*ne*n,0.62,6,0,0,0.62,6,0,0
S02C061V3_3+4LG,vogelkooi,CORRECTLY_READ,vogo* k*oi,vogo *ko*i,0,0,vogel*kooi,voge*lkooi,0.7,1,2,0,0.7,1,2,0
S02C061V3_3+4LG,olifant,CORRECTLY_READ,hoelich vant,hoelich vant s,0,0,*o*lif***ant,*o*li***fant**,0.58,5,0,0,0.5,7,0,0
S02C061V3_3+4LG,schommelen,CORRECTLY_READ,s scho*malen,schom*alen,0,0,s**chommelen,schommelen,0.75,2,1,0,0.9,0,1,0
S02C061V3_3+4LG,iedereen,CORRECTLY_READ,*edereen,*edereen,0,0,iedereen,iedereen,0.88,0,1,0,0.88,0,1,0
S02C061V3_3+4LG,schoenenwinkel,CORRECTLY_READ,scho**en winkel,schoen **winkel,0,0,schoenen*winkel,schoen*enwinkel,0.8,1,2,0,0.8,1,2,0
S02C061V3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,verjaardag,CORRECTLY_READ,*verjaardag,*verjaardag,0,0,verjaardag,verjaardag,0.9,0,1,0,0.9,0,1,0
S02C061V3_3+4LG,sprookjesboek,CORRECTLY_READ,sprookjes deboek,sprookjes deboek,0,0,sprookjes***boek,sprookjes***boek,0.81,3,0,0,0.81,3,0,0
S02C061V3_3+4LG,tandenborstel,CORRECTLY_READ,tan de* borstel,tan de *borstel,0,0,tan*den*borstel,tan*de*nborstel,0.8,2,1,0,0.8,2,1,0
S02C061V3_3+4LG,lucifer,CORRECTLY_READ,*u ziet ver,*u ziet ver,0,0,lu*ci*f**er,lu*ci***fer,0.55,4,1,0,0.55,4,1,0
S02C061V3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer achte,0,0,slaapkamer,slaapkamer******,1.0,0,0,0,0.62,6,0,0
S02C061V3_3+4LG,achterdeur,CORRECTLY_READ,achte achterdeur,achterdeur,0,0,achte******rdeur,achterdeur,0.62,6,0,0,1.0,0,0,0
S02C061V3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis ne jas,0,0,ziekenhuis,ziekenhui*******s,1.0,0,0,0,0.59,7,0,0
S02C061V3_3+4LG,nieuwsgierig,CORRECTLY_READ,ne jas nee neus neus nererg,nee neus neus nerer*g,0,0,ni******eu*w**s*gi****eri*g,n*i**eu**w**s*gi*erig,0.44,15,0,0,0.52,9,1,0
S02C061V3_3+4LG,afblijven,CORRECTLY_READ,avou blijven,avou blijven,0,0,af***blijven,af***blijven,0.75,3,0,0,0.75,3,0,0
S02C061V3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter was was shal ne,0,0,kabouter,kabouter****************,1.0,0,0,0,0.33,16,0,0
S02C061V3_3+4LG,washandje,CORRECTLY_READ,was was shal ne was hanchem,was hanchem,0,0,was******ha**n**d*j******e*,was*handje*,0.33,18,0,0,0.82,2,0,0
S02C061V3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeuw sneeuwliek je,sneeuw sneeuwliek je,0,0,sneeuw******w*i*t*je,sneeuw******w*i*t*je,0.55,9,0,0,0.55,9,0,0
S02C061V3_3+4LG,goeiendag,CORRECTLY_READ,goeie* dag,goeie *dag,0,0,goeien*dag,goeie*ndag,0.8,1,1,0,0.8,1,1,0
S02C061V3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,limonade,CORRECTLY_READ,jumonada,jumonada,0,0,limonade,limonade,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,autorijden,CORRECTLY_READ,autorijden,autorijden eigen,0,0,autorijden,autorijd******en,1.0,0,0,0,0.62,6,0,0
S02C061V3_3+4LG,eindelijk,CORRECTLY_READ,eigen eindelijk,eindelijk,0,0,ei**n****delijk,eindelijk,0.6,6,0,0,1.0,0,0,0
S02C061V3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie,1.0,0,0,0,1.0,0,0,0
S02C061V3_3+4LG,chocolade,CORRECTLY_READ,chocolade,chocolade,0,0,chocolade,chocolade,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,klas,CORRECTLY_READ,klas,klas,0,0,klas,klas,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,koe,CORRECTLY_READ,koe,koe,0,0,koe,koe,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,groei,CORRECTLY_READ,*hoei,h*oei,0,0,groei,groei,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,strand,CORRECTLY_READ,strand,strand,0,0,strand,strand,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,bed,CORRECTLY_READ,bet,bet,0,0,bed,bed,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,draai,CORRECTLY_READ,tr*ai,tra*i,0,0,draai,draai,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,sjaal,CORRECTLY_READ,sjaal,sjaal,0,0,sjaal,sjaal,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,herfst,CORRECTLY_READ,her*st,her*st,0,0,herfst,herfst,0.83,0,1,0,0.83,0,1,0
S02C067M3_1LG,duur,CORRECTLY_READ,tuur,tuur,0,0,duur,duur,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,leeuw,CORRECTLY_READ,lee*l,lee*l,0,0,leeuw,leeuw,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,clown,CORRECTLY_READ,klo*n,klo*n,0,0,clown,clown,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,hoek,CORRECTLY_READ,hoek,hoek,0,0,hoek,hoek,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,krant,CORRECTLY_READ,k*ont,k*ont,0,0,krant,krant,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,hout,CORRECTLY_READ,g*ut,g*ut,0,0,hout,hout,0.75,0,1,0,0.75,0,1,0
S02C067M3_1LG,vriend,CORRECTLY_READ,vreemd,vreemd,0,0,vriend,vriend,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,gauw,CORRECTLY_READ,gou*,gou*,0,0,gauw,gauw,0.75,0,1,0,0.75,0,1,0
S02C067M3_1LG,chips,CORRECTLY_READ,ship*,ship*,0,0,chips,chips,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,groen,CORRECTLY_READ,g*oen,g*oen,0,0,groen,groen,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,feest,CORRECTLY_READ,feest,feest,0,0,feest,feest,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,reis,CORRECTLY_READ,aje*s,aje*s,0,0,*reis,*reis,0.6,1,1,0,0.6,1,1,0
S02C067M3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,huis,CORRECTLY_READ,***s,***s,0,1,huis,huis,0.25,0,3,0,0.25,0,3,0
S02C067M3_1LG,paard,CORRECTLY_READ,**art,*a*rt,0,0,paard,paard,0.6,0,2,0,0.6,0,2,0
S02C067M3_1LG,vijf,CORRECTLY_READ,*e*r,*er*,0,0,vijf,vijf,0.5,0,2,0,0.5,0,2,0
S02C067M3_1LG,muts,CORRECTLY_READ,ne*d,ned*,0,0,muts,muts,0.75,0,1,0,0.75,0,1,0
S02C067M3_1LG,nieuw,CORRECTLY_READ,ni**l,ni**l,0,0,nieuw,nieuw,0.6,0,2,0,0.6,0,2,0
S02C067M3_1LG,kind,CORRECTLY_READ,*kin*,*kin d,0,0,kind,kin*d,0.75,0,1,0,0.6,1,1,0
S02C067M3_1LG,bang,CORRECTLY_READ,dpan*,*pan*,0,0,b*ang,bang,0.6,1,1,0,0.75,0,1,0
S02C067M3_1LG,oog,CORRECTLY_READ,oog,oog,0,0,oog,oog,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,schoen,CORRECTLY_READ,schooenen,schooenen,0,0,scho*en**,sch*o**en,0.67,3,0,0,0.67,3,0,0
S02C067M3_1LG,plas,CORRECTLY_READ,plas,plas,0,0,plas,plas,1.0,0,0,0,1.0,0,0,0
S02C067M3_1LG,neus,CORRECTLY_READ,ne*s,ne*s,0,0,neus,neus,0.75,0,1,0,0.75,0,1,0
S02C067M3_1LG,knoop,CORRECTLY_READ,kn*op,kno*p,0,0,knoop,knoop,0.8,0,1,0,0.8,0,1,0
S02C067M3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,water,CORRECTLY_READ,water,water,0,0,water,water,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,drogen,CORRECTLY_READ,troren,troren,0,0,drogen,drogen,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,winkel,CORRECTLY_READ,winker,winker,0,0,winkel,winkel,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,auto,CORRECTLY_READ,outer,outer,0,0,auto*,auto*,0.8,1,0,0,0.8,1,0,0
S02C067M3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*,0.89,1,0,0,0.89,1,0,0
S02C067M3_2LG,verhaal,CORRECTLY_READ,berh*el,berhe*l,0,0,verhaal,verhaal,0.86,0,1,0,0.86,0,1,0
S02C067M3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,moeilijk,CORRECTLY_READ,moeilijk,moeilijk,0,0,moeilijk,moeilijk,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,speelplaats,CORRECTLY_READ,speelplaats,speelplaats,0,0,speelplaats,speelplaats,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,drinken,CORRECTLY_READ,drinken,drinken,0,0,drinken,drinken,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,hoofdpijn,CORRECTLY_READ,*hoofdpijn,*hoofdpijn,0,0,hoofdpijn,hoofdpijn,0.89,0,1,0,0.89,0,1,0
S02C067M3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,stoppen,CORRECTLY_READ,stoppen,stoppen,0,0,stoppen,stoppen,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,opnieuw,CORRECTLY_READ,opneeuw,opneeuw,0,0,opnieuw,opnieuw,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,gooien,CORRECTLY_READ,gooien,gooien,0,0,gooien,gooien,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,schreeuwen,CORRECTLY_READ,s****e*bben,s***eb**ben,0,0,schreeuw*en,schre*euwen,0.45,1,5,0,0.45,1,5,0
S02C067M3_2LG,moeder,CORRECTLY_READ,moede*,moede*,0,0,moeder,moeder,0.83,0,1,0,0.83,0,1,0
S02C067M3_2LG,liedje,CORRECTLY_READ,noetja,noetja,0,0,liedje,liedje,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,potlood,CORRECTLY_READ,potl*od,potlo*d,0,0,potlood,potlood,0.86,0,1,0,0.86,0,1,0
S02C067M3_2LG,fietsbel,CORRECTLY_READ,fi*tsbo n fitbel,fi*tsbo n fitbel,0,0,fietsb********el,fiets********bel,0.44,8,1,0,0.44,8,1,0
S02C067M3_2LG,vinger,CORRECTLY_READ,vin*er,vin*er,0,0,vinger,vinger,0.83,0,1,0,0.83,0,1,0
S02C067M3_2LG,dichtbij,CORRECTLY_READ,di***b*r,di***b*r,0,0,dichtbij,dichtbij,0.5,0,4,0,0.5,0,4,0
S02C067M3_2LG,meisje,CORRECTLY_READ,ne*che,ne*che,0,0,meisje,meisje,0.83,0,1,0,0.83,0,1,0
S02C067M3_2LG,chauffeur,CORRECTLY_READ,chauffeur,chauffeur,0,0,chauffeur,chauffeur,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,muziek,CORRECTLY_READ,muziek,muziek,0,0,muziek,muziek,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,waarom,CORRECTLY_READ,waarom,waarom,0,0,waarom,waarom,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,scheuren,CORRECTLY_READ,sche*ren,sche*ren,0,0,scheuren,scheuren,0.88,0,1,0,0.88,0,1,0
S02C067M3_2LG,lawaai,CORRECTLY_READ,lawaai,lawaai,0,0,lawaai,lawaai,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,zwemmen,CORRECTLY_READ,**e*m*n,**em**n,0,0,zwemmen,zwemmen,0.43,0,4,0,0.43,0,4,0
S02C067M3_2LG,vuurwerk,CORRECTLY_READ,v*urwerk,vu*rwerk,0,0,vuurwerk,vuurwerk,0.88,0,1,0,0.88,0,1,0
S02C067M3_2LG,appel,CORRECTLY_READ,a*pel,ap*el,0,0,appel,appel,0.8,0,1,0,0.8,0,1,0
S02C067M3_2LG,cola,CORRECTLY_READ,cola,cola,0,0,cola,cola,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,kussen,CORRECTLY_READ,cu*sen,cus*en,0,0,kussen,kussen,0.83,0,1,0,0.83,0,1,0
S02C067M3_2LG,eerste,CORRECTLY_READ,eerste,eerste sa,0,0,eerste,eerste***,1.0,0,0,0,0.67,3,0,0
S02C067M3_2LG,circus,CORRECTLY_READ,sa sircus,sircus,0,0,c***ircus,circus,0.67,3,0,0,1.0,0,0,0
S02C067M3_2LG,kleuren,CORRECTLY_READ,kl*oren,klo*ren,0,0,kleuren,kleuren,0.86,0,1,0,0.86,0,1,0
S02C067M3_2LG,voetbal,CORRECTLY_READ,voedbal,voedbal,0,0,voetbal,voetbal,1.0,0,0,0,1.0,0,0,0
S02C067M3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,omdraaien,CORRECTLY_READ,omdraaien,omdraaien,0,0,omdraaien,omdraaien,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,poppenwagen,CORRECTLY_READ,po*penwagen,pop*enwagen,0,0,poppenwagen,poppenwagen,0.91,0,1,0,0.91,0,1,0
S02C067M3_3+4LG,konijnenhok,CORRECTLY_READ,co***n en hok,con ***en hok,0,0,konijn*en*hok,kon*ijnen*hok,0.62,2,3,0,0.62,2,3,0
S02C067M3_3+4LG,elastiekje,CORRECTLY_READ,ev lasti*k*e,ev lasti*k*e,0,0,e**lastiekje,e**lastiekje,0.67,2,2,0,0.67,2,2,0
S02C067M3_3+4LG,ruziemaken,CORRECTLY_READ,ruzie maken,ruzie maken,0,0,ruzie*maken,ruzie*maken,0.91,1,0,0,0.91,1,0,0
S02C067M3_3+4LG,teddybeer,CORRECTLY_READ,dedv dib*er,dedv dibe*r,0,0,ted**dybeer,ted**dybeer,0.73,2,1,0,0.73,2,1,0
S02C067M3_3+4LG,dierentuin,CORRECTLY_READ,di*rent*an,di*renta*n,0,0,dierentuin,dierentuin,0.8,0,2,0,0.8,0,2,0
S02C067M3_3+4LG,paddenstoelen,CORRECTLY_READ,padde*stoelen,padde*stoelen,0,0,paddenstoelen,paddenstoelen,0.92,0,1,0,0.92,0,1,0
S02C067M3_3+4LG,verstoppetje,CORRECTLY_READ,va*stoppertja,va*stoppertja,0,0,verstoppe*tje,verstoppe*tje,0.85,1,1,0,0.85,1,1,0
S02C067M3_3+4LG,wasmachine,CORRECTLY_READ,was machina,was machina,0,0,was*machine,was*machine,0.91,1,0,0,0.91,1,0,0
S02C067M3_3+4LG,fototoestel,CORRECTLY_READ,rototoustel,rototoustel,0,0,fototoestel,fototoestel,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,toiletpapier,CORRECTLY_READ,to*letpapier,to*letpapier,0,0,toiletpapier,toiletpapier,0.92,0,1,0,0.92,0,1,0
S02C067M3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwaren,vrachtwaren,0,0,vrachtwagen,vrachtwagen,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,buurmannen,CORRECTLY_READ,degermonnen,degermonnen,0,0,bu*urmannen,bu*urmannen,0.91,1,0,0,0.91,1,0,0
S02C067M3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkooi,vogelkooi,0,0,vogelkooi,vogelkooi,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,schommelen,CORRECTLY_READ,s*gommelen,sg*ommelen,0,0,schommelen,schommelen,0.9,0,1,0,0.9,0,1,0
S02C067M3_3+4LG,iedereen,CORRECTLY_READ,i*derlien,i*derlien,0,0,ieder*een,ieder*een,0.78,1,1,0,0.78,1,1,0
S02C067M3_3+4LG,schoenenwinkel,e/25,scho**enwinkel,schoen**winkel,1,0,schoenenwinkel,schoenenwinkel,0.86,0,2,0,0.86,0,2,0
S02C067M3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,verjaardag,CORRECTLY_READ,verjaardag,verjaardag,0,0,verjaardag,verjaardag,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,sprookjesboek,CORRECTLY_READ,*brookjesboek,b*rookjesboek,0,0,sprookjesboek,sprookjesboek,0.92,0,1,0,0.92,0,1,0
S02C067M3_3+4LG,tandenborstel,CORRECTLY_READ,tandenborstel,tandenborstel sa,0,0,tandenborstel,tandenborstel***,1.0,0,0,0,0.81,3,0,0
S02C067M3_3+4LG,lucifer,CORRECTLY_READ,sa lisifer,lisifer,0,0,***lucifer,lucifer,0.7,3,0,0,1.0,0,0,0
S02C067M3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,achterdeur,CORRECTLY_READ,achterde*r,achterde*r,0,0,achterdeur,achterdeur,0.9,0,1,0,0.9,0,1,0
S02C067M3_3+4LG,ziekenhuis,CORRECTLY_READ,stiekengas nieuws,stiekengas nieuws,0,0,z*iekenhu***i***s,*ziekenhu***i***s,0.59,7,0,0,0.59,7,0,0
S02C067M3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,afblijven,CORRECTLY_READ,a*ble*ven,a*ble*ven,0,0,afblijven,afblijven,0.78,0,2,0,0.78,0,2,0
S02C067M3_3+4LG,kabouter,CORRECTLY_READ,kabaute*,kabaute*,0,0,kabouter,kabouter,0.88,0,1,0,0.88,0,1,0
S02C067M3_3+4LG,washandje,CORRECTLY_READ,was hentje,was hentje,0,0,was*handje,was*handje,0.9,1,0,0,0.9,1,0,0
S02C067M3_3+4LG,sneeuwwitje,CORRECTLY_READ,usnee** weetje,usnee *we*etje,0,0,*sneeuw*wi*tje,*snee*uw*witje,0.64,3,2,0,0.64,3,2,0
S02C067M3_3+4LG,goeiendag,CORRECTLY_READ,goeiendag,goeiendag,0,0,goeiendag,goeiendag,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,limonade,CORRECTLY_READ,*emonada,*emonada,0,0,limonade,limonade,0.88,0,1,0,0.88,0,1,0
S02C067M3_3+4LG,autorijden,CORRECTLY_READ,autorijden,autorijden,0,0,autorijden,autorijden,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk,1.0,0,0,0,1.0,0,0,0
S02C067M3_3+4LG,familie,CORRECTLY_READ,famidi*,famidi s*,0,0,familie,famili**e,0.86,0,1,0,0.67,2,1,0
S02C067M3_3+4LG,chocolade,CORRECTLY_READ,s chocolade,chocolade,0,0,**chocolade,chocolade,0.82,2,0,0,1.0,0,0,0
S02C071M4_1LG,klas,CORRECTLY_READ,klas,klas,0,0,klas,klas,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,mooi,CORRECTLY_READ,m*ae,mae*,0,0,mooi,mooi,0.75,0,1,0,0.75,0,1,0
S02C071M4_1LG,koe,CORRECTLY_READ,koe,koe,0,0,koe,koe,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,groei,CORRECTLY_READ,groeni,groeni stana,0,0,groe*i,groe*i******,0.83,1,0,0,0.42,7,0,0
S02C071M4_1LG,strand,CORRECTLY_READ,stana strand,strand,0,0,st******rand,strand,0.5,6,0,0,1.0,0,0,0
S02C071M4_1LG,bed,CORRECTLY_READ,bed,bed,0,0,bed,bed,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,draai,CORRECTLY_READ,dr*ai,dra*i,0,0,draai,draai,0.8,0,1,0,0.8,0,1,0
S02C071M4_1LG,sjaal,CORRECTLY_READ,sj*al,sja*l,0,0,sjaal,sjaal,0.8,0,1,0,0.8,0,1,0
S02C071M4_1LG,herfst,CORRECTLY_READ,her*st,her*st,0,0,herfst,herfst,0.83,0,1,0,0.83,0,1,0
S02C071M4_1LG,duur,CORRECTLY_READ,duur,duur,0,0,duur,duur,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,clown,CORRECTLY_READ,clonn,clonn,0,0,clown,clown,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,hoek,CORRECTLY_READ,hook,hook,0,0,hoek,hoek,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,krant,CORRECTLY_READ,k*ant,k*ant,0,0,krant,krant,0.8,0,1,0,0.8,0,1,0
S02C071M4_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,vriend,CORRECTLY_READ,vriend,vriend,0,0,vriend,vriend,1.0,0,0,0,1.0,0,0,0
S02C071M4_1LG,gauw,CORRECTLY_READ,gou*,gou*,0,0,gauw,gauw,0.75,0,1,0,0.75,0,1,0
